Attributes,Adj Close,Close,High,Low,Open,Volume
Symbols,1595.TWO,1595.TWO,1595.TWO,1595.TWO,1595.TWO,1595.TWO
Date,,,,,,
2011-10-04,31.1809024810791,46.62990188598633,47.974998474121094,45.82279968261719,47.974998474121094,1909161.0
2011-10-05,29.202116012573242,43.67070007324219,46.18149948120117,42.19110107421875,46.18149948120117,874289.0
2011-10-06,30.58128547668457,45.73320007324219,46.18149948120117,43.67070007324219,43.67070007324219,500709.0
2011-10-07,30.40134620666504,45.4640998840332,47.3473014831543,45.195098876953125,46.002201080322266,419302.0
2011-10-11,31.1809024810791,46.62990188598633,47.07830047607422,45.64350128173828,46.18149948120117,388077.0
2011-10-12,30.641202926635742,45.82279968261719,46.809200286865234,45.73320007324219,46.62990188598633,204075.0
2011-10-13,31.061006546020508,46.450599670410156,46.62990188598633,45.73320007324219,46.62990188598633,221918.0
2011-10-14,33.219669342041016,49.67879867553711,49.67879867553711,46.36090087890625,46.98860168457031,572079.0
2011-10-17,35.498226165771484,53.086299896240234,53.086299896240234,51.5619010925293,53.086299896240234,728202.0
2011-10-18,37.956729888916016,56.762901306152344,56.762901306152344,52.45859909057617,53.086299896240234,1887973.0
2011-10-19,38.256568908691406,57.211299896240234,60.0807991027832,54.79010009765625,56.942298889160156,1153080.0
2011-10-20,37.83683395385742,56.58359909057617,58.556400299072266,55.41780090332031,56.493900299072266,432684.0
2011-10-21,38.91616439819336,58.19770050048828,58.73569869995117,56.58359909057617,56.58359909057617,467254.0
2011-10-24,38.196590423583984,57.12160110473633,60.0807991027832,57.03200149536133,60.0807991027832,505169.0
2011-10-25,40.83496856689453,61.06719970703125,61.06719970703125,57.12160110473633,57.8390007019043,1678322.0
2011-10-26,43.35345458984375,64.83350372314453,65.01280212402344,61.156898498535156,61.874298095703125,1798760.0
2011-10-27,43.35345458984375,64.83350372314453,66.26830291748047,62.950401306152344,64.47480010986328,988036.0
2011-10-28,42.87372970581055,64.11609649658203,67.25469970703125,64.11609649658203,65.99919891357422,869828.0
2011-10-31,45.871864318847656,68.59970092773438,68.59970092773438,65.28189849853516,66.35790252685547,1028182.0
2011-11-01,49.04994201660156,73.35240173339844,73.35240173339844,68.59970092773438,69.9448013305664,1833330.0
2011-11-02,51.56842803955078,77.11869812011719,78.37409973144531,70.84159851074219,70.84159851074219,1525545.0
2011-11-03,50.489097595214844,75.50460052490234,78.0154037475586,74.87680053710938,77.11869812011719,1029297.0
2011-11-04,50.78887176513672,75.9529037475586,79.62950134277344,75.50460052490234,77.11869812011719,1115164.0
2011-11-07,50.24924087524414,75.1458969116211,78.64309692382812,74.42849731445312,75.9529037475586,982460.0
2011-11-08,48.03059387207031,71.8280029296875,75.77359771728516,71.55899810791016,75.1458969116211,1242293.0
2011-11-09,48.45033645629883,72.45570373535156,74.15950012207031,72.27629852294922,72.63500213623047,671329.0
2011-11-10,45.15235137939453,67.52369689941406,71.20030212402344,67.43399810791016,71.20030212402344,1001418.0
2011-11-11,45.27225112915039,67.7030029296875,68.33070373535156,65.01280212402344,68.15139770507812,712590.0
2011-11-14,46.17170715332031,69.04810333251953,70.84159851074219,67.97200012207031,69.40679931640625,819646.0
2011-11-15,44.672637939453125,66.8062973022461,69.58619689941406,65.90959930419922,69.04810333251953,684711.0
2011-11-16,43.65328598022461,65.28189849853516,67.61329650878906,65.28189849853516,67.61329650878906,414841.0
2011-11-17,46.651424407958984,69.7655029296875,69.7655029296875,63.667701721191406,65.01280212402344,981345.0
2011-11-18,46.77132034301758,69.9448013305664,71.73829650878906,68.15139770507812,68.68939971923828,1266827.0
2011-11-21,44.1329345703125,65.99919891357422,70.21389770507812,65.99919891357422,69.04810333251953,695863.0
2011-11-22,43.413429260253906,64.92320251464844,66.8062973022461,63.667701721191406,65.46119689941406,519667.0
2011-11-23,43.413429260253906,64.92320251464844,66.35790252685547,64.38510131835938,64.92320251464844,384732.0
2011-11-24,41.374664306640625,61.874298095703125,65.01280212402344,60.52920150756836,64.92320251464844,644565.0
2011-11-25,39.93551254272461,59.72209930419922,63.040000915527344,59.18410110473633,62.770999908447266,475060.0
2011-11-28,40.83496856689453,61.06719970703125,62.1432991027832,60.26020050048828,61.24660110473633,415956.0
2011-11-29,41.974281311035156,62.770999908447266,63.75740051269531,60.34980010986328,61.69490051269531,530818.0
2011-11-30,39.81562042236328,59.54280090332031,62.950401306152344,59.18410110473633,62.41230010986328,581001.0
2011-12-01,41.73441696166992,62.41230010986328,63.040000915527344,61.425899505615234,61.9640007019043,538624.0
2011-12-02,41.074825286865234,61.425899505615234,62.68130111694336,61.156898498535156,62.68130111694336,281021.0
2011-12-05,42.573890686035156,63.667701721191406,65.01280212402344,61.60530090332031,62.32270050048828,543085.0
2011-12-06,41.13480758666992,61.51559829711914,63.219398498535156,61.336299896240234,62.770999908447266,310016.0
2011-12-07,38.49642562866211,57.56999969482422,61.425899505615234,57.30099868774414,61.24660110473633,765003.0
2011-12-08,35.97793960571289,53.8036994934082,56.673301696777344,53.8036994934082,55.597198486328125,661292.0
2011-12-09,36.6975212097168,54.879798889160156,55.148799896240234,51.20320129394531,52.548301696777344,299979.0
2011-12-12,35.55820846557617,53.17599868774414,55.41780090332031,53.17599868774414,55.148799896240234,231954.0
2011-12-13,35.498226165771484,53.086299896240234,53.534698486328125,52.01029968261719,52.45859909057617,113747.0
2011-12-14,36.99736404418945,55.32820129394531,55.32820129394531,52.90700149536133,53.086299896240234,159469.0
2011-12-15,35.85804748535156,53.6244010925293,54.70050048828125,53.44499969482422,54.70050048828125,127129.0
2011-12-16,35.918025970458984,53.7140998840332,53.8036994934082,52.996700286865234,53.8036994934082,83637.0
2011-12-19,34.17903518676758,51.11349868774414,53.35540008544922,51.11349868774414,53.35540008544922,205190.0
2011-12-20,34.7187385559082,51.92060089111328,52.72760009765625,51.7411994934082,52.279300689697266,80292.0
2011-12-21,36.937374114990234,55.23849868774414,55.50749969482422,54.16239929199219,55.50749969482422,250912.0
2011-12-22,36.097904205322266,53.98310089111328,55.23849868774414,53.8036994934082,55.23849868774414,133820.0
2011-12-23,37.17723846435547,55.597198486328125,56.40420150756836,54.70050048828125,55.059200286865234,318937.0
2011-12-26,36.87739562988281,55.148799896240234,56.40420150756836,54.70050048828125,56.04560089111328,156123.0
2011-12-27,36.3377685546875,54.341800689697266,55.23849868774414,53.89339828491211,55.23849868774414,172850.0
2011-12-28,35.798065185546875,53.534698486328125,54.879798889160156,53.534698486328125,54.16239929199219,169505.0
2011-12-29,36.03792190551758,53.89339828491211,53.89339828491211,52.90700149536133,53.086299896240234,64680.0
2011-12-30,35.73808670043945,53.44499969482422,54.79010009765625,53.35540008544922,54.431400299072266,89213.0
2012-01-02,34.958595275878906,52.279300689697266,53.44499969482422,52.279300689697266,53.17599868774414,95904.0
2012-01-03,35.55820846557617,53.17599868774414,53.89339828491211,52.72760009765625,52.72760009765625,111516.0
2012-01-04,35.67816925048828,53.35540008544922,54.70050048828125,53.26570129394531,53.35540008544922,121553.0
2012-01-05,36.15788650512695,54.07279968261719,54.431400299072266,53.534698486328125,54.25210189819336,115977.0
2012-01-06,37.59697341918945,56.22489929199219,56.493900299072266,53.8036994934082,54.07279968261719,393653.0
