Attributes,Adj Close,Close,High,Low,Open,Volume
Symbols,3322.TWO,3322.TWO,3322.TWO,3322.TWO,3322.TWO,3322.TWO
Date,,,,,,
2008-01-02,23.262834548950195,26.653499603271484,26.653499603271484,26.554800033569336,26.554800033569336,405200.0
2008-01-03,24.210594177246094,27.73940086364746,29.614999771118164,26.653499603271484,29.614999771118164,75976.0
2008-01-04,24.382883071899414,27.936800003051758,28.232999801635742,27.936800003051758,28.134300231933594,11143.0
2008-01-07,23.262834548950195,26.653499603271484,26.653499603271484,26.554800033569336,26.653499603271484,22286.0
2008-01-08,23.262834548950195,26.653499603271484,28.134300231933594,26.456100463867188,28.134300231933594,12308.0
2008-01-09,24.210594177246094,27.73940086364746,27.73940086364746,27.64069938659668,27.64069938659668,10130.0
2008-01-10,23.262834548950195,26.653499603271484,26.653499603271484,26.653499603271484,26.653499603271484,4052.0
2008-01-14,23.090547561645508,26.456100463867188,26.456100463867188,26.159900665283203,26.456100463867188,5065.0
2008-01-15,22.40121841430664,25.66629981994629,26.159900665283203,25.66629981994629,26.159900665283203,9623.0
2008-01-16,23.77978515625,27.245800018310547,27.245800018310547,25.66629981994629,25.66629981994629,11143.0
2008-01-17,24.210594177246094,27.73940086364746,27.73940086364746,27.64069938659668,27.64069938659668,10130.0
2008-01-18,24.210594177246094,27.73940086364746,27.73940086364746,25.617000579833984,25.617000579833984,212730.0
2008-01-21,22.40121841430664,25.66629981994629,25.765100479125977,25.172800064086914,25.66629981994629,12156.0
2008-01-22,21.625835418701172,24.77790069580078,25.765100479125977,24.77790069580078,25.66629981994629,27586.0
2008-01-23,21.539688110351562,24.67919921875,25.172800064086914,24.67919921875,24.926000595092773,79014.0
2008-01-24,21.36731719970703,24.481700897216797,24.87660026550293,24.481700897216797,24.77790069580078,43863.0
2008-01-25,21.625835418701172,24.77790069580078,24.77790069580078,24.67919921875,24.67919921875,64785.0
2008-01-28,21.884265899658203,25.073999404907227,25.172800064086914,24.77790069580078,25.172800064086914,7308.0
2008-01-29,21.625835418701172,24.77790069580078,24.77790069580078,24.67919921875,24.67919921875,45838.0
2008-01-30,22.573593139648438,25.863800048828125,25.863800048828125,25.863800048828125,25.863800048828125,1013.0
2008-01-31,21.97049903869629,25.172800064086914,25.172800064086914,24.87660026550293,24.87660026550293,5065.0
2008-02-01,21.97049903869629,25.172800064086914,25.172800064086914,25.172800064086914,25.172800064086914,11143.0
2008-02-12,21.539688110351562,24.67919921875,24.87660026550293,24.67919921875,24.87660026550293,3916.0
2008-02-13,21.539688110351562,24.67919921875,24.87660026550293,24.67919921875,24.87660026550293,16012.0
2008-02-14,21.97049903869629,25.172800064086914,25.172800064086914,24.87660026550293,25.172800064086914,12156.0
2008-02-15,22.487449645996094,25.765100479125977,25.765100479125977,25.66629981994629,25.66629981994629,4052.0
2008-02-19,22.40121841430664,25.66629981994629,25.66629981994629,25.56760025024414,25.56760025024414,14597.0
2008-02-20,22.22892951965332,25.468900680541992,25.62689971923828,25.468900680541992,25.468900680541992,2077.0
2008-02-21,22.487449645996094,25.765100479125977,25.765100479125977,25.765100479125977,25.765100479125977,1013.0
2008-02-25,22.487449645996094,25.765100479125977,26.653499603271484,25.765100479125977,26.159900665283203,37532.0
2008-02-26,22.40121841430664,25.66629981994629,26.653499603271484,25.66629981994629,26.653499603271484,43559.0
2008-02-27,23.17669105529785,26.554800033569336,26.653499603271484,26.456100463867188,26.456100463867188,12156.0
2008-02-29,23.34897804260254,26.752199172973633,26.850900650024414,25.66629981994629,26.653499603271484,10687.0
2008-03-03,23.262834548950195,26.653499603271484,26.653499603271484,26.653499603271484,26.653499603271484,11143.0
2008-03-04,23.262834548950195,26.653499603271484,26.653499603271484,26.653499603271484,26.653499603271484,4052.0
2008-03-05,23.090547561645508,26.456100463867188,26.653499603271484,26.456100463867188,26.653499603271484,28364.0
2008-03-06,22.832027435302734,26.159900665283203,26.159900665283203,26.159900665283203,26.159900665283203,2970.0
2008-03-07,23.17669105529785,26.554800033569336,26.554800033569336,26.554800033569336,26.554800033569336,2026.0
2008-03-10,23.17669105529785,26.554800033569336,26.554800033569336,26.554800033569336,26.554800033569336,2026.0
2008-03-17,22.832027435302734,26.159900665283203,26.159900665283203,26.159900665283203,26.159900665283203,42.0
2008-03-18,22.40121841430664,25.66629981994629,26.159900665283203,25.66629981994629,25.66629981994629,15195.0
2008-03-19,22.40121841430664,25.66629981994629,25.765100479125977,25.66629981994629,25.66629981994629,59767.0
2008-03-24,22.40121841430664,25.66629981994629,25.66629981994629,25.66629981994629,25.66629981994629,506.0
2008-03-25,22.573593139648438,25.863800048828125,25.863800048828125,25.863800048828125,25.863800048828125,2026.0
2008-03-26,22.40121841430664,25.66629981994629,25.66629981994629,25.66629981994629,25.66629981994629,5369.0
2008-03-27,22.487449645996094,25.765100479125977,25.765100479125977,25.66629981994629,25.66629981994629,11143.0
2008-03-28,22.315074920654297,25.56760025024414,25.962499618530273,25.56760025024414,25.863800048828125,22337.0
2008-04-01,22.573593139648438,25.863800048828125,25.863800048828125,25.853900909423828,25.853900909423828,8104.0
2008-04-02,22.65973663330078,25.962499618530273,26.653499603271484,25.962499618530273,26.653499603271484,8104.0
2008-04-03,22.745882034301758,26.061199188232422,26.061199188232422,26.061199188232422,26.061199188232422,5065.0
2008-04-08,22.832027435302734,26.159900665283203,26.456100463867188,26.159900665283203,26.456100463867188,5571.0
2008-04-09,23.77978515625,27.245800018310547,27.64069938659668,26.653499603271484,26.653499603271484,239068.0
2008-04-10,25.416786193847656,29.121400833129883,29.121400833129883,26.850900650024414,27.64069938659668,65845.0
2008-04-11,25.84759521484375,29.614999771118164,29.614999771118164,27.64069938659668,27.64069938659668,55715.0
2008-04-14,26.10602569580078,29.911100387573242,30.305999755859375,27.64069938659668,29.614999771118164,98261.0
2008-04-15,28.432353973388672,32.576499938964844,34.05730056762695,28.62779998779297,30.108600616455078,97248.0
2008-04-16,29.724777221679688,34.05730056762695,34.55080032348633,29.614999771118164,29.614999771118164,95222.0
2008-04-17,30.327871322631836,34.74829864501953,34.945701599121094,33.56370162963867,34.55080032348633,293411.0
2008-04-18,30.672447204589844,35.14310073852539,35.53799819946289,34.55080032348633,34.55080032348633,331352.0
2008-04-21,31.01711082458496,35.53799819946289,35.53799819946289,34.55080032348633,34.55080032348633,163093.0
2008-04-22,28.8631591796875,33.070098876953125,35.04439926147461,27.1471004486084,34.55080032348633,76298.0
2008-04-23,27.743114471435547,31.786800384521484,33.56370162963867,31.58930015563965,33.56370162963867,54702.0
2008-04-24,28.432353973388672,32.576499938964844,32.576499938964844,31.31290054321289,31.58930015563965,49637.0
2008-04-25,27.570737838745117,31.58930015563965,35.340599060058594,31.095800399780273,31.31290054321289,162080.0
2008-04-28,27.82925796508789,31.885499954223633,32.08290100097656,31.243799209594727,31.58930015563965,68884.0
2008-04-29,28.26006507873535,32.37910079956055,32.37910079956055,31.58930015563965,31.58930015563965,58754.0
2008-04-30,28.432353973388672,32.576499938964844,32.576499938964844,31.58930015563965,31.58930015563965,16714.0
2008-05-02,29.466257095336914,33.76110076904297,34.05730056762695,31.58930015563965,32.576499938964844,134315.0
2008-05-05,29.293968200683594,33.56370162963867,34.05730056762695,33.3661994934082,33.56370162963867,67871.0
2008-05-06,29.552398681640625,33.859798431396484,39.486698150634766,33.070098876953125,39.486698150634766,19247.0
2008-05-07,30.155498504638672,34.55080032348633,34.55080032348633,29.614999771118164,33.56370162963867,131113.0
2008-05-08,29.724777221679688,34.05730056762695,34.55080032348633,33.070098876953125,34.55080032348633,47611.0
2008-05-09,29.293968200683594,33.56370162963867,34.05730056762695,33.26750183105469,33.56370162963867,32416.0
2008-05-12,28.60464096069336,32.77389907836914,33.070098876953125,32.576499938964844,33.070098876953125,27351.0
2008-05-13,28.432353973388672,32.576499938964844,33.21820068359375,32.576499938964844,33.070098876953125,20798.0
2008-05-14,28.432353973388672,32.576499938964844,32.576499938964844,32.576499938964844,32.576499938964844,19247.0
2008-05-15,29.121593475341797,33.3661994934082,33.3661994934082,31.885499954223633,32.576499938964844,31457.0
2008-05-16,28.432353973388672,32.576499938964844,32.576499938964844,32.08290100097656,32.18159866333008,43200.0
2008-05-19,28.432353973388672,32.576499938964844,32.576499938964844,32.576499938964844,32.576499938964844,4052.0
2008-05-20,27.570737838745117,31.58930015563965,33.070098876953125,31.58930015563965,32.08290100097656,154582.0
2008-05-21,27.570737838745117,31.58930015563965,33.070098876953125,31.58930015563965,32.576499938964844,87326.0
2008-05-22,28.00154685974121,32.08290100097656,32.08290100097656,31.58930015563965,31.58930015563965,11143.0
2008-05-23,28.00154685974121,32.08290100097656,32.08290100097656,31.095800399780273,32.08290100097656,32020.0
2008-05-26,27.398448944091797,31.39189910888672,31.39189910888672,31.095800399780273,31.39189910888672,3039.0
2008-05-27,26.709209442138672,30.60219955444336,30.60219955444336,30.50349998474121,30.60219955444336,8104.0
2008-05-28,27.140016555786133,31.095800399780273,31.095800399780273,29.614999771118164,31.095800399780273,12156.0
2008-05-29,26.27840232849121,30.108600616455078,30.60219955444336,29.614999771118164,29.614999771118164,29377.0
2008-05-30,26.27840232849121,30.108600616455078,30.60219955444336,29.911100387573242,30.60219955444336,18234.0
2008-06-02,25.84759521484375,29.614999771118164,29.64459991455078,29.121400833129883,29.64459991455078,57944.0
2008-06-03,24.555255889892578,28.134300231933594,29.121400833129883,27.73940086364746,29.121400833129883,165119.0
2008-06-04,24.7275447845459,28.33169937133789,28.62779998779297,28.33169937133789,28.62779998779297,3039.0
2008-06-05,24.382883071899414,27.936800003051758,30.414600372314453,27.83810043334961,28.134300231933594,33429.0
2008-06-06,25.933738708496094,29.713699340820312,29.713699340820312,29.614999771118164,29.614999771118164,20260.0
2008-06-09,25.84759521484375,29.614999771118164,29.614999771118164,29.614999771118164,29.614999771118164,15195.0
2008-06-11,25.84759521484375,29.614999771118164,29.614999771118164,29.614999771118164,29.614999771118164,71923.0
2008-06-12,25.416786193847656,29.121400833129883,29.170799255371094,28.62779998779297,29.121400833129883,24312.0
2008-06-13,25.416786193847656,29.121400833129883,29.121400833129883,29.121400833129883,29.121400833129883,3039.0
2008-06-16,25.502931594848633,29.22010040283203,29.31879997253418,29.121400833129883,29.31879997253418,10130.0
2008-06-18,25.589075088500977,29.31879997253418,29.31879997253418,29.180700302124023,29.180700302124023,14182.0
2008-06-20,25.84759521484375,29.614999771118164,29.614999771118164,29.614999771118164,29.614999771118164,3039.0
2008-06-26,25.416786193847656,29.121400833129883,29.22010040283203,28.62779998779297,28.62779998779297,55715.0
2008-06-27,24.985977172851562,28.62779998779297,28.62779998779297,28.62779998779297,28.62779998779297,1013.0
2008-06-30,24.985977172851562,28.62779998779297,28.62779998779297,28.430400848388672,28.430400848388672,16208.0
2008-07-01,24.813692092895508,28.430400848388672,28.430400848388672,28.430400848388672,28.430400848388672,1013.0
2008-07-02,24.985977172851562,28.62779998779297,28.62779998779297,28.62779998779297,28.62779998779297,6078.0
2008-07-03,24.985977172851562,28.62779998779297,28.62779998779297,28.62779998779297,28.62779998779297,1013.0
2008-07-04,24.985977172851562,28.62779998779297,28.62779998779297,28.62779998779297,28.62779998779297,3039.0
2008-07-09,27.699996948242188,31.73740005493164,31.73740005493164,31.73740005493164,31.73740005493164,1013.0
