Attributes,Adj Close,Close,High,Low,Open,Volume
Symbols,8431.TWO,8431.TWO,8431.TWO,8431.TWO,8431.TWO,8431.TWO
Date,,,,,,
2019-06-04,42.5,42.5,42.849998474121094,41.70000076293945,41.900001525878906,128002.0
2019-06-05,42.45000076293945,42.45000076293945,43.150001525878906,42.25,43.0,63000.0
2019-06-06,42.599998474121094,42.599998474121094,42.599998474121094,41.900001525878906,42.5,34000.0
2019-06-10,42.54999923706055,42.54999923706055,42.900001525878906,42.5,42.849998474121094,52000.0
2019-06-11,42.849998474121094,42.849998474121094,42.849998474121094,42.0,42.0,109000.0
2019-06-12,43.20000076293945,43.20000076293945,43.349998474121094,42.79999923706055,42.79999923706055,92000.0
2019-06-13,43.599998474121094,43.599998474121094,44.0,42.849998474121094,43.900001525878906,22000.0
2019-06-14,43.150001525878906,43.150001525878906,43.75,43.0,43.75,70000.0
2019-06-17,43.400001525878906,43.400001525878906,43.54999923706055,42.0,42.0,38000.0
2019-06-18,43.29999923706055,43.29999923706055,43.75,42.5,43.400001525878906,185000.0
2019-06-19,44.349998474121094,44.349998474121094,44.45000076293945,43.20000076293945,43.29999923706055,228000.0
2019-06-20,47.099998474121094,47.099998474121094,47.20000076293945,44.29999923706055,44.29999923706055,430042.0
2019-06-21,47.400001525878906,47.400001525878906,48.70000076293945,47.099998474121094,47.099998474121094,180000.0
2019-06-24,48.70000076293945,48.70000076293945,48.79999923706055,47.0,47.400001525878906,264000.0
2019-06-25,47.849998474121094,47.849998474121094,49.0,47.849998474121094,48.29999923706055,362000.0
2019-07-03,51.400001525878906,51.400001525878906,51.5,50.70000076293945,51.29999923706055,135000.0
2019-07-04,51.70000076293945,51.70000076293945,51.79999923706055,51.0,51.79999923706055,96000.0
2019-07-08,52.0,52.0,52.900001525878906,51.900001525878906,52.900001525878906,229000.0
2019-07-09,52.400001525878906,52.400001525878906,52.900001525878906,51.5,52.0,558000.0
2019-07-10,53.0,53.0,53.599998474121094,52.0,52.0,230000.0
2019-07-11,53.5,53.5,54.400001525878906,51.5,52.0,469000.0
2019-07-12,53.099998474121094,53.099998474121094,54.29999923706055,53.099998474121094,54.0,245000.0
2019-07-15,52.70000076293945,52.70000076293945,53.099998474121094,52.29999923706055,53.099998474121094,103000.0
2019-07-16,52.400001525878906,52.400001525878906,53.29999923706055,52.400001525878906,53.29999923706055,119000.0
2019-07-17,50.599998474121094,50.599998474121094,52.29999923706055,50.5,52.29999923706055,276000.0
2019-07-18,48.5,48.5,50.5,47.04999923706055,50.5,558000.0
2019-07-19,49.0,49.0,49.20000076293945,48.54999923706055,48.54999923706055,123000.0
2019-07-22,49.900001525878906,49.900001525878906,50.400001525878906,49.20000076293945,49.20000076293945,130000.0
2019-07-23,50.0,50.0,50.599998474121094,49.849998474121094,50.20000076293945,99004.0
2019-07-24,50.900001525878906,50.900001525878906,51.400001525878906,50.0,50.0,245000.0
2019-07-26,49.70000076293945,49.70000076293945,50.70000076293945,49.400001525878906,50.599998474121094,189000.0
2019-07-29,49.0,49.0,50.0,48.849998474121094,50.0,141000.0
2019-07-30,48.25,48.25,49.0,47.75,49.0,122000.0
2019-07-31,48.54999923706055,48.54999923706055,48.79999923706055,47.79999923706055,47.79999923706055,61146.0
2019-08-01,48.849998474121094,48.849998474121094,48.849998474121094,47.79999923706055,47.79999923706055,61000.0
2019-08-02,48.5,48.5,48.79999923706055,48.0,48.0,84004.0
2019-08-05,48.45000076293945,48.45000076293945,48.70000076293945,48.04999923706055,48.04999923706055,42000.0
2019-08-06,48.900001525878906,48.900001525878906,49.0,47.0,48.0,319000.0
2019-08-08,50.099998474121094,50.099998474121094,50.900001525878906,49.099998474121094,50.79999923706055,263000.0
2019-08-12,52.29999923706055,52.29999923706055,52.599998474121094,49.900001525878906,50.400001525878906,549000.0
2019-08-13,49.099998474121094,49.099998474121094,52.29999923706055,49.099998474121094,52.29999923706055,407000.0
2019-08-14,51.20000076293945,51.20000076293945,51.20000076293945,49.79999923706055,50.400001525878906,317006.0
2019-08-15,56.29999923706055,56.29999923706055,56.29999923706055,50.0,50.0,3248101.0
2019-08-16,61.900001525878906,61.900001525878906,61.900001525878906,56.5,57.5,5316742.0
2019-08-19,63.099998474121094,63.099998474121094,67.4000015258789,62.5,63.099998474121094,4025053.0
2019-08-20,63.20000076293945,63.20000076293945,65.80000305175781,62.599998474121094,63.099998474121094,1806299.0
2019-08-21,64.5,64.5,64.5,62.5,62.5,822030.0
2019-08-22,70.9000015258789,70.9000015258789,70.9000015258789,65.0,65.19999694824219,4504551.0
2019-08-23,69.5,69.5,72.19999694824219,69.19999694824219,70.30000305175781,2330313.0
2019-08-26,68.80000305175781,68.80000305175781,68.9000015258789,67.0,68.19999694824219,1102300.0
2019-08-27,70.69999694824219,70.69999694824219,74.69999694824219,69.4000015258789,69.5,3227500.0
2019-08-28,71.5999984741211,71.5999984741211,72.5,69.9000015258789,70.5,1368300.0
2019-08-29,72.5999984741211,72.5999984741211,72.5999984741211,70.5,71.5999984741211,1681200.0
2019-08-30,70.19999694824219,70.19999694824219,74.5,70.0,73.9000015258789,1643250.0
2019-09-02,72.5,72.5,73.0999984741211,69.9000015258789,69.9000015258789,910045.0
2019-09-03,71.19999694824219,71.19999694824219,73.69999694824219,71.0,72.9000015258789,658200.0
2019-09-04,73.30000305175781,73.30000305175781,75.0,71.30000305175781,71.30000305175781,1484016.0
2019-09-05,73.5999984741211,73.5999984741211,76.30000305175781,73.0,73.5,1017280.0
2019-09-06,74.80000305175781,74.80000305175781,75.9000015258789,73.0999984741211,73.9000015258789,754000.0
2019-09-10,72.19999694824219,72.19999694824219,74.9000015258789,70.5,74.5999984741211,906225.0
2019-09-11,71.69999694824219,71.69999694824219,73.0,71.5999984741211,71.5999984741211,388000.0
2019-09-12,72.19999694824219,72.19999694824219,72.9000015258789,71.9000015258789,71.9000015258789,313200.0
2019-09-16,72.19999694824219,72.19999694824219,72.5,70.5999984741211,72.19999694824219,358359.0
2019-09-17,70.9000015258789,70.9000015258789,72.9000015258789,70.9000015258789,72.5,354000.0
2019-09-18,71.69999694824219,71.69999694824219,71.69999694824219,70.19999694824219,70.4000015258789,267906.0
2019-09-19,76.0,76.0,76.0,71.4000015258789,71.5,1403154.0
2019-09-20,72.0,72.0,75.9000015258789,72.0,75.9000015258789,842040.0
2019-09-23,70.19999694824219,70.19999694824219,72.0,69.5,71.0999984741211,617121.0
2019-09-24,70.30000305175781,70.30000305175781,71.5999984741211,69.69999694824219,70.0,341000.0
2019-09-25,68.30000305175781,68.30000305175781,69.69999694824219,67.5,69.69999694824219,515000.0
2019-09-26,68.9000015258789,68.9000015258789,69.69999694824219,68.5,68.5,191301.0
2019-09-27,69.0,69.0,69.80000305175781,67.5999984741211,69.80000305175781,176336.0
2019-10-01,69.19999694824219,69.19999694824219,69.69999694824219,68.0999984741211,69.0,144020.0
2019-10-02,69.5,69.5,70.30000305175781,69.30000305175781,69.69999694824219,181000.0
2019-10-03,70.4000015258789,70.4000015258789,70.69999694824219,68.30000305175781,68.30000305175781,276000.0
2019-10-04,69.69999694824219,69.69999694824219,72.0,69.69999694824219,70.9000015258789,251100.0
2019-10-07,70.19999694824219,70.19999694824219,71.4000015258789,69.5999984741211,69.69999694824219,185000.0
2019-10-08,71.30000305175781,71.30000305175781,72.30000305175781,70.4000015258789,70.4000015258789,393316.0
2019-10-09,69.69999694824219,69.69999694824219,71.0,68.69999694824219,71.0,241003.0
2019-10-14,70.4000015258789,70.4000015258789,70.9000015258789,69.69999694824219,69.69999694824219,102000.0
2019-10-15,67.0,67.0,70.4000015258789,66.9000015258789,70.4000015258789,791065.0
2019-10-16,64.5,64.5,66.9000015258789,64.0,66.0,522030.0
2019-10-17,65.9000015258789,65.9000015258789,66.30000305175781,63.0,64.0,343000.0
2019-10-18,66.0999984741211,66.0999984741211,66.80000305175781,65.5999984741211,65.9000015258789,113000.0
2019-10-21,65.30000305175781,65.30000305175781,66.80000305175781,65.0999984741211,66.0999984741211,110000.0
2019-10-22,65.5,65.5,65.80000305175781,65.19999694824219,65.19999694824219,178150.0
2019-10-23,65.0999984741211,65.0999984741211,66.0,64.5,66.0,207000.0
2019-10-24,64.30000305175781,64.30000305175781,65.30000305175781,64.30000305175781,65.0999984741211,74000.0
2019-10-25,61.29999923706055,61.29999923706055,64.69999694824219,60.70000076293945,64.5,566043.0
2019-10-28,62.0,62.0,63.5,59.599998474121094,60.900001525878906,408000.0
2019-10-29,62.099998474121094,62.099998474121094,62.900001525878906,61.29999923706055,62.79999923706055,178000.0
2019-10-30,62.5,62.5,62.70000076293945,61.20000076293945,62.099998474121094,82118.0
2019-10-31,62.0,62.0,63.099998474121094,61.5,63.099998474121094,57000.0
2019-11-01,62.099998474121094,62.099998474121094,62.599998474121094,61.79999923706055,62.599998474121094,63000.0
2019-11-04,62.29999923706055,62.29999923706055,62.79999923706055,61.79999923706055,62.0,60000.0
2019-11-05,63.599998474121094,63.599998474121094,64.4000015258789,62.400001525878906,62.79999923706055,134000.0
2019-11-06,62.599998474121094,62.599998474121094,64.19999694824219,62.599998474121094,64.0,177000.0
2019-11-07,61.29999923706055,61.29999923706055,62.20000076293945,60.79999923706055,62.20000076293945,165000.0
2019-11-08,61.900001525878906,61.900001525878906,62.0,60.70000076293945,61.29999923706055,164000.0
2019-11-11,61.29999923706055,61.29999923706055,61.29999923706055,60.099998474121094,61.0,112000.0
2019-11-12,60.5,60.5,61.099998474121094,59.900001525878906,61.0,203000.0
2019-11-13,59.599998474121094,59.599998474121094,60.70000076293945,59.599998474121094,60.29999923706055,138000.0
2019-11-14,60.400001525878906,60.400001525878906,60.599998474121094,58.0,59.599998474121094,387000.0
2019-11-15,61.29999923706055,61.29999923706055,62.0,57.400001525878906,60.599998474121094,900000.0
2019-11-18,59.5,59.5,61.0,59.5,61.0,252000.0
2019-11-19,59.70000076293945,59.70000076293945,60.0,58.29999923706055,59.29999923706055,136000.0
2019-11-20,58.79999923706055,58.79999923706055,59.900001525878906,58.79999923706055,59.79999923706055,109000.0
2019-11-21,58.599998474121094,58.599998474121094,59.599998474121094,57.900001525878906,58.70000076293945,146000.0
2019-11-22,58.5,58.5,59.29999923706055,58.29999923706055,58.29999923706055,88000.0
2019-11-25,57.20000076293945,57.20000076293945,58.599998474121094,57.20000076293945,58.599998474121094,16000
2019-11-26,56.70000076293945,56.70000076293945,58.400001525878906,56.5,57.79999923706055,20800
2019-11-27,56.5,56.5,57.0,56.099998474121094,56.099998474121094,6100
2019-11-28,57.29999923706055,57.29999923706055,57.5,56.0,56.79999923706055,18500
2019-11-29,57.29999923706055,57.29999923706055,57.599998474121094,56.79999923706055,57.29999923706055,13600
2019-12-02,56.5,56.5,57.29999923706055,56.29999923706055,57.29999923706055,10200
2019-12-03,57.20000076293945,57.20000076293945,58.20000076293945,56.20000076293945,56.20000076293945,17000
2019-12-04,57.599998474121094,57.599998474121094,57.70000076293945,56.79999923706055,57.20000076293945,11200
2019-12-05,58.099998474121094,58.099998474121094,58.20000076293945,57.400001525878906,57.70000076293945,15000
2019-12-06,61.29999923706055,61.29999923706055,61.79999923706055,58.099998474121094,58.099998474121094,53800
2019-12-09,62,62,62.70000076293945,61.5,62,41500
2019-12-10,61.70000076293945,61.70000076293945,62,61.5,62,14100
2019-12-11,61.29999923706055,61.29999923706055,62.099998474121094,61.099998474121094,62,11200
2019-12-12,60.20000076293945,60.20000076293945,61.599998474121094,60,61.5,11000
2019-12-13,60.400001525878906,60.400001525878906,60.5,58.900001525878906,60,16600
2019-12-16,59.5,59.5,60.900001525878906,59.5,60.599998474121094,10500
2019-12-17,58.5,58.5,60,58.29999923706055,60,11900
