Attributes,High,Low,Open,Close,Volume,Adj Close
Symbols,6120.TW,6120.TW,6120.TW,6120.TW,6120.TW,6120.TW
Date,,,,,,
2008-01-02,18.27389907836914,17.357799530029297,17.83989906311035,17.357799530029297,1912228.0,12.60533618927002
2008-01-03,17.454200744628906,16.731000900268555,16.972000122070312,17.164899826049805,1382321.0,12.465250015258789
2008-01-04,17.550600051879883,16.875600814819336,16.875600814819336,17.21310043334961,1044259.0,12.500253677368164
2008-01-07,16.875600814819336,16.05590057373047,16.489900588989258,16.05590057373047,1571055.0,11.659890174865723
2008-01-08,16.393400192260742,15.525500297546387,16.05590057373047,15.718400001525879,859673.0,11.414794921875
2008-01-09,16.24880027770996,15.236300468444824,15.429100036621094,16.007699966430664,851377.0,11.624886512756348
2008-01-10,16.441699981689453,15.863100051879883,16.393400192260742,15.863100051879883,710345.0,11.519877433776855
2008-01-11,16.393400192260742,15.911299705505371,16.007699966430664,15.911299705505371,746640.0,11.554880142211914
2008-01-14,16.345199584960938,15.718400001525879,16.297000885009766,15.766599655151367,884561.0,11.449797630310059
2008-01-15,16.82740020751953,15.911299705505371,16.10420036315918,16.441699981689453,3086112.0,11.94006061553955
2008-01-16,16.345199584960938,15.525500297546387,16.15239906311035,15.525500297546387,1153144.0,11.274709701538086
2008-01-17,16.05590057373047,15.477299690246582,15.573800086975098,15.621999740600586,1243363.0,11.3447904586792
2008-01-18,15.863100051879883,15.236300468444824,15.429100036621094,15.814800262451172,1053592.0,11.484801292419434
2008-01-21,15.911299705505371,15.621999740600586,15.814800262451172,15.766599655151367,541314.0,11.449797630310059
2008-01-22,14.946999549865723,14.705900192260742,14.705900192260742,14.705900192260742,1984818.0,10.679511070251465
2008-01-23,14.898799896240234,13.693300247192383,14.60949993133545,13.693300247192383,2003484.0,9.944153785705566
2008-01-24,14.127300262451172,12.777199745178223,13.59689998626709,12.777199745178223,3412767.0,9.278878211975098
2008-01-25,13.452300071716309,12.825499534606934,12.873700141906738,13.307600021362305,2061556.0,9.664057731628418
2008-01-28,13.211199760437012,12.391500473022461,13.211199760437012,12.391500473022461,1330471.0,8.998780250549316
2008-01-29,12.873700141906738,12.053999900817871,12.536199569702148,12.053999900817871,1496391.0,8.753684997558594
2008-01-30,12.584400177001953,12.053999900817871,12.198699951171875,12.053999900817871,1559648.0,8.753684997558594
2008-01-31,12.246899604797363,11.620100021362305,12.150400161743164,11.620100021362305,1236104.0,8.43858528137207
2008-02-01,12.391500473022461,11.812899589538574,11.812899589538574,12.391500473022461,2557242.0,8.998780250549316
2008-02-12,13.163000106811523,12.391500473022461,12.632599830627441,12.873700141906738,2113406.0,9.348956108093262
2008-02-13,13.741600036621094,12.921899795532227,12.970100402832031,13.741600036621094,1920524.0,9.979231834411621
2008-02-14,14.657699584960938,14.079099655151367,14.320199966430664,14.657699584960938,1947486.0,10.64450740814209
2008-02-15,15.67020034790039,14.464799880981445,14.657699584960938,15.67020034790039,4947527.0,11.379793167114258
2008-02-18,16.68269920349121,15.814800262451172,15.814800262451172,16.200599670410156,3524763.0,11.764970779418945
2008-02-19,16.297000885009766,15.3326997756958,16.297000885009766,15.814800262451172,2921229.0,11.484801292419434
2008-02-20,16.24880027770996,15.187999725341797,15.3326997756958,15.525500297546387,2348805.0,11.274709701538086
