Attributes,High,Low,Open,Close,Volume,Adj Close
Symbols,2376.TW,2376.TW,2376.TW,2376.TW,2376.TW,2376.TW
Date,,,,,,
2008-01-02,21.200000762939453,20.350000381469727,20.799999237060547,20.399999618530273,3332000.0,20.399999618530273
2008-01-03,20.149999618530273,19.649999618530273,20.0,19.799999237060547,2186000.0,19.799999237060547
2008-01-04,20.0,19.5,19.799999237060547,19.5,2453000.0,19.5
2008-01-07,19.049999237060547,18.149999618530273,18.899999618530273,18.149999618530273,5003000.0,18.149999618530273
2008-01-08,18.350000381469727,18.049999237060547,18.100000381469727,18.200000762939453,3252000.0,18.200000762939453
2008-01-09,18.299999237060547,17.700000762939453,17.799999237060547,18.100000381469727,2780000.0,18.100000381469727
2008-01-10,18.450000762939453,18.100000381469727,18.200000762939453,18.200000762939453,2984000.0,18.200000762939453
2008-01-11,18.649999618530273,18.149999618530273,18.600000381469727,18.25,2620000.0,18.25
2008-01-14,18.799999237060547,18.25,18.799999237060547,18.299999237060547,3191000.0,18.299999237060547
2008-01-15,19.0,18.5,18.600000381469727,18.649999618530273,2762000.0,18.649999618530273
2008-01-16,18.549999237060547,18.299999237060547,18.450000762939453,18.299999237060547,1900000.0,18.299999237060547
2008-01-17,19.0,18.299999237060547,18.799999237060547,18.5,3184000.0,18.5
2008-01-18,18.700000762939453,18.100000381469727,18.200000762939453,18.700000762939453,2356000.0,18.700000762939453
2008-01-21,18.799999237060547,18.5,18.649999618530273,18.600000381469727,1969000.0,18.600000381469727
2008-01-22,18.0,17.299999237060547,17.5,17.299999237060547,5161000.0,17.299999237060547
2008-01-23,17.899999618530273,16.850000381469727,17.5,17.0,3416000.0,17.0
2008-01-24,17.549999237060547,16.899999618530273,17.5,16.950000762939453,3053000.0,16.950000762939453
2008-01-25,17.799999237060547,17.25,17.399999618530273,17.75,2301000.0,17.75
2008-01-28,17.649999618530273,17.200000762939453,17.649999618530273,17.200000762939453,1517000.0,17.200000762939453
2008-01-29,17.549999237060547,17.25,17.25,17.350000381469727,1720000.0,17.350000381469727
2008-01-30,17.799999237060547,17.399999618530273,17.5,17.649999618530273,1733000.0,17.649999618530273
2008-01-31,17.799999237060547,17.399999618530273,17.799999237060547,17.399999618530273,1037000.0,17.399999618530273
2008-02-01,17.700000762939453,17.399999618530273,17.600000381469727,17.399999618530273,1831000.0,17.399999618530273
2008-02-12,17.350000381469727,17.0,17.299999237060547,17.0,1453000.0,17.0
2008-02-13,17.5,17.0,17.100000381469727,17.5,1369000.0,17.5
2008-02-14,18.700000762939453,17.850000381469727,18.0,18.700000762939453,5704000.0,18.700000762939453
2008-02-15,19.149999618530273,18.5,18.700000762939453,19.100000381469727,5677000.0,19.100000381469727
2008-02-18,19.350000381469727,18.649999618530273,19.350000381469727,19.100000381469727,2834000.0,19.100000381469727
2008-02-19,19.299999237060547,18.950000762939453,19.200000762939453,19.299999237060547,3136000.0,19.299999237060547
2008-02-20,19.200000762939453,18.649999618530273,19.100000381469727,18.899999618530273,2279000.0,18.899999618530273
2008-02-21,19.200000762939453,18.899999618530273,18.899999618530273,19.200000762939453,2786000.0,19.200000762939453
2008-02-22,19.200000762939453,18.850000381469727,18.950000762939453,19.200000762939453,1891000.0,19.200000762939453
2008-02-25,19.600000381469727,19.0,19.549999237060547,19.399999618530273,3090000.0,19.399999618530273
2008-02-26,19.799999237060547,19.299999237060547,19.5,19.5,5608000.0,19.5
2008-02-27,20.25,19.549999237060547,19.700000762939453,20.149999618530273,10879000.0,20.149999618530273
2008-02-29,20.100000381469727,19.799999237060547,20.0,19.799999237060547,3394000.0,19.799999237060547
2008-03-03,19.700000762939453,19.299999237060547,19.350000381469727,19.700000762939453,2185000.0,19.700000762939453
2008-03-04,19.799999237060547,19.350000381469727,19.350000381469727,19.700000762939453,4534000.0,19.700000762939453
2008-03-05,19.899999618530273,19.5,19.799999237060547,19.899999618530273,3042000.0,19.899999618530273
2008-03-06,20.350000381469727,19.799999237060547,19.899999618530273,20.299999237060547,4525000.0,20.299999237060547
2008-03-07,20.299999237060547,20.0,20.049999237060547,20.25,3279000.0,20.25
2008-03-10,20.100000381469727,19.600000381469727,20.0,19.899999618530273,3249000.0,19.899999618530273
2008-03-11,20.200000762939453,19.5,19.5,20.200000762939453,2333000.0,20.200000762939453
2008-03-12,20.549999237060547,20.0,20.5,20.299999237060547,3249000.0,20.299999237060547
2008-03-13,20.299999237060547,19.549999237060547,20.200000762939453,19.549999237060547,2361000.0,19.549999237060547
2008-03-14,19.899999618530273,19.399999618530273,19.600000381469727,19.899999618530273,2503000.0,19.899999618530273
2008-03-17,19.799999237060547,18.899999618530273,19.799999237060547,19.0,1605000.0,19.0
2008-03-18,19.649999618530273,19.100000381469727,19.299999237060547,19.350000381469727,2128000.0,19.350000381469727
2008-03-19,20.149999618530273,19.600000381469727,19.799999237060547,19.899999618530273,4104000.0,19.899999618530273
2008-03-20,20.0,19.600000381469727,19.700000762939453,19.799999237060547,3168000.0,19.799999237060547
2008-03-21,20.700000762939453,20.049999237060547,20.100000381469727,20.700000762939453,4484000.0,20.700000762939453
